DOI,Core composition,Shell composition,Area/volume,Max/min(size),Magnetic moment of core,Spin of surface elements,Saturation magnetization,LogP of organic coating,Number H acceptors of organic coating,Field strength,r2 relaxivity
DOI: 10.1038/ncomms3266,Fe1Fe2O4,,0.300,0.000,2.391,1.000,55.000,0.000,0.000,7.000,59.910
DOI: 10.1038/ncomms3266,Fe1Fe2O4,,0.120,0.000,2.391,1.000,62.000,0.000,0.000,7.000,190.810
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.200,0.000,2.454,1.031,73.200,-5.253,7.000,0.500,201.400
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.200,0.000,2.454,1.031,73.200,-5.253,7.000,1.500,301.500
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.200,0.000,2.454,1.031,73.200,-5.253,7.000,7.000,367.300
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.500,0.000,2.454,1.031,75.700,-5.253,7.000,0.500,306.500
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.500,0.000,2.454,1.031,75.700,-5.253,7.000,1.500,427.500
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.500,0.000,2.454,1.031,75.700,-5.253,7.000,7.000,559.300
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.733,1.000,2.454,1.031,76.400,-5.253,7.000,0.500,318.800
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.733,1.000,2.454,1.031,76.400,-5.253,7.000,1.500,465.100
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.733,1.000,2.454,1.031,76.400,-5.253,7.000,7.000,585.000
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.588,1.000,2.454,1.031,77.500,-5.253,7.000,0.500,366.300
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.588,1.000,2.454,1.031,77.500,-5.253,7.000,1.500,508.900
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.588,1.000,2.454,1.031,77.500,-5.253,7.000,7.000,660.400
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.444,1.000,2.454,1.031,78.900,-5.253,7.000,0.500,573.500
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.444,1.000,2.454,1.031,78.900,-5.253,7.000,1.500,772.600
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.444,1.000,2.454,1.031,78.900,-5.253,7.000,7.000,955.600
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.100,1.000,2.454,1.031,81.100,-5.253,7.000,0.500,109.600
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.100,1.000,2.454,1.031,81.100,-5.253,7.000,1.500,152.200
https://doi.org/10.1021/acsnano.8b01048,Mn0.43Fe0.57Fe2O4,Sodium citrate,0.100,1.000,2.454,1.031,81.100,-5.253,7.000,7.000,215.800
https://doi.org/10.1021/nl3010308,Fe1Fe2O4,PEG-phospolipid,0.273,0.000,2.391,1.000,108.000,0.000,0.000,3.000,761.000
https://doi.org/10.1021/nl3010308,Fe1Fe2O4,PEG-phospolipid,0.214,0.000,2.391,1.000,52.667,0.000,0.000,3.000,740.000
https://doi.org/10.1021/nl3010308,Fe1Fe2O4,PEG-phospolipid,0.188,0.000,2.391,1.000,108.000,0.000,0.000,3.000,532.000
https://doi.org/10.1021/nl3010308,Fe1Fe2O4,PEG-phospolipid,0.143,0.000,2.391,1.000,120.000,0.000,0.000,3.000,343.000
https://doi.org/10.1002/adma.200401904,Fe1Fe2O4,PCL5k-b-PEG5k,0.375,0.000,2.391,1.000,53.333,1.104,2.000,1.500,318.000
https://doi.org/10.1021/ja905793q,Fe1Fe2O4,MSN,0.043,0.000,2.391,1.000,50.500,0.000,0.000,1.500,76.200
https://doi.org/10.1021/acs.chemmater.6b01256,Fe1Fe2O4,,0.176,0.000,2.391,1.000,49.700,0.000,0.000,7.000,185.200
https://doi.org/10.1021/acs.chemmater.6b01256,Fe1Fe2O4,,0.273,0.000,2.391,1.000,53.000,0.000,0.000,7.000,393.700
https://doi.org/10.1021/acs.chemmater.6b01256,Fe1Fe2O4,,0.094,0.000,2.391,1.000,62.000,0.000,0.000,7.000,621.200
https://doi.org/10.1021/acs.chemmater.6b01256,Mn0.08Fe0.92Fe2O4,,0.176,0.000,2.403,1.006,57.300,0.000,0.000,7.000,385.300
https://doi.org/10.1021/acs.chemmater.6b01256,Mn0.08Fe0.92Fe2O4,,0.261,0.000,2.403,1.006,63.000,0.000,0.000,7.000,557.200
https://doi.org/10.1021/acs.chemmater.6b01256,Mn0.08Fe0.92Fe2O4,,0.094,0.000,2.403,1.006,71.000,0.000,0.000,7.000,693.500
https://doi.org/10.1021/acs.chemmater.6b01256,Zn0.11Fe0.89Fe2O4,,0.273,0.000,2.314,0.969,78.000,0.000,0.000,7.000,677.500
https://doi.org/10.1021/acs.chemmater.6b01256,Zn0.11Fe0.89Fe2O4,,0.094,0.000,2.314,0.969,73.000,0.000,0.000,7.000,754.200
https://doi.org/10.1021/acs.chemmater.8b04760,Fe1Fe2O4,Sodium citrate,0.075,1.000,2.391,1.000,70.500,-5.253,7.000,1.500,551.000
https://doi.org/10.1021/acs.chemmater.8b04760,Zn0.21Fe0.79Fe2O4,Sodium citrate,0.075,1.000,2.244,0.940,74.700,-5.253,7.000,1.500,756.400
https://doi.org/10.1021/acs.chemmater.8b04760,Zn0.21Fe0.79Fe2O4,Sodium citrate,0.075,1.000,2.244,0.940,74.700,-5.253,7.000,7.000,834.500
https://doi.org/10.1021/acs.chemmater.8b04760,Zn0.44Fe0.56Fe2O4,Sodium citrate,0.075,1.000,2.083,0.874,88.900,-5.253,7.000,0.500,647.400
https://doi.org/10.1021/acs.chemmater.8b04760,Zn0.44Fe0.56Fe2O4,Sodium citrate,0.075,1.000,2.083,0.874,88.900,-5.253,7.000,1.500,803.500
https://doi.org/10.1021/acs.chemmater.8b04760,Zn0.76Fe0.24Fe2O4,Sodium citrate,0.075,1.000,1.859,0.783,69.300,-5.253,7.000,1.500,534.800
https://doi.org/10.1021/acs.chemmater.8b04760,Zn0.76Fe0.24Fe2O4,Sodium citrate,0.075,1.000,1.859,0.783,69.300,-5.253,7.000,7.000,621.900
https://doi.org/10.1038/ncomms15468,Fe1Fe2O4,PEG-PMMA,0.576,0.000,2.391,1.000,43.180,0.736,2.000,7.000,70.200
https://doi.org/10.1038/ncomms15468,Fe1Fe2O4,PEG-PMMA,0.199,0.000,2.391,1.000,65.100,0.736,2.000,7.000,127.400
https://doi.org/10.1038/ncomms15468,Fe1Fe2O4,,0.026,0.000,2.391,1.000,40.280,0.000,0.000,7.000,231.600
https://doi.org/10.1038/ncomms15468,Fe1Fe2O4,,0.023,0.000,2.391,1.000,60.370,0.000,0.000,7.000,358.300
https://doi.org/10.1038/ncomms15468,Fe1Fe2O4,,0.023,0.000,2.391,1.000,53.690,0.000,0.000,7.000,533.400
https://doi.org/10.1038/ncomms15468,Fe1Fe2O4,,0.021,0.000,2.391,1.000,54.730,0.000,0.000,7.000,515.300
https://doi.org/10.1038/ncomms15468,Fe1Fe2O4,,0.013,0.000,2.391,1.000,50.220,0.000,0.000,7.000,445.800
https://doi.org/10.1038/ncomms15468,Fe1Fe2O4,,0.470,1.000,2.391,1.000,57.600,0.000,0.000,7.000,204.500
https://doi.org/10.1038/ncomms15468,Fe1Fe2O4,,0.033,0.000,2.391,1.000,51.380,0.000,0.000,7.000,487.700
https://doi.org/10.1002/adma.201304744,Fe1Fe2O4,DP-PEG,0.833,0.000,2.391,1.000,13.000,-3.340,7.000,3.000,24.600
https://doi.org/10.1002/adma.201304744,Fe1Fe2O4,CC-PEG,0.833,0.000,2.391,1.000,16.300,1.098,2.000,3.000,44.800
https://doi.org/10.1002/adma.201304744,Fe1Fe2O4,DP-PEG,0.275,0.000,2.391,1.000,19.800,-3.340,7.000,3.000,79.100
https://doi.org/10.1002/adma.201304744,Fe1Fe2O4,HX-PEG,0.275,0.000,2.391,1.000,29.400,-0.488,2.000,3.000,92.100
https://doi.org/10.1002%2Fcmmi.1473,Fe1Fe2O4,Si1O2,0.214,0.000,2.391,1.000,10.000,0.000,0.000,3.000,68.000
https://doi.org/10.1021/nl102623x,Fe1Fe2O4,DSPE-mPEG1000,0.600,0.000,2.391,1.000,61.640,12.057,8.000,0.470,130.000
https://doi.org/10.1021/nl102623x,Fe1Fe2O4,DSPE-mPEG550,0.600,0.000,2.391,1.000,65.833,12.057,8.000,0.470,291.000
https://doi.org/10.1021/nl102623x,Fe1Fe2O4,DSPE-mPEG5000,0.600,0.000,2.391,1.000,33.933,12.057,8.000,0.470,36.000
https://doi.org/10.1021/nl102623x,Fe1Fe2O4,DSPE-mPEG750,0.214,0.000,2.391,1.000,53.333,12.057,8.000,0.470,334.000
https://doi.org/10.1021/nl102623x,Fe1Fe2O4,DSPE-mPEG5000,0.214,0.000,2.391,1.000,43.167,12.057,8.000,0.470,149.000
https://doi.org/10.1021/acsnano.7b04924,Fe1Fe2O4,,1.153,0.000,2.391,1.000,7.833,0.000,0.000,7.000,25.600
https://doi.org/10.1021/acsnano.7b04924,Fe1Fe2O4,,0.908,0.000,2.391,1.000,6.000,0.000,0.000,7.000,22.500
https://doi.org/10.1021/acsnano.7b04924,Fe1Fe2O4,,0.833,0.000,2.391,1.000,9.500,0.000,0.000,7.000,24.400
https://doi.org/10.1021/acsnano.7b04924,Fe1Fe2O4,,0.833,0.000,2.391,1.000,9.500,0.000,0.000,1.500,22.700
https://doi.org/10.1021/acsnano.7b04924,Fe1Fe2O4,,0.833,0.000,2.391,1.000,9.500,0.000,0.000,0.500,23.500
https://doi.org/10.1021/acsnano.7b04924,Fe1Fe2O4,,0.714,0.000,2.391,1.000,13.000,0.000,0.000,7.000,37.500
https://doi.org/10.1021/acs.chemmater.8b03564,Fe2O3,,0.273,0.000,2.368,1.000,59.820,0.000,0.000,0.500,66.300
https://doi.org/10.1021/acs.chemmater.8b03564,Fe2O3,,0.273,0.000,2.368,1.000,59.820,0.000,0.000,1.500,79.100
https://doi.org/10.1021/acs.chemmater.8b03564,Fe2O3,,0.176,0.000,2.368,1.000,60.390,0.000,0.000,0.500,119.500
https://doi.org/10.1021/acs.chemmater.8b03564,Fe2O3,,0.176,0.000,2.368,1.000,60.390,0.000,0.000,1.500,162.700
https://doi.org/10.1021/acs.chemmater.8b03564,Fe2O3,,0.115,0.000,2.368,1.000,44.200,0.000,0.000,0.500,185.200
https://doi.org/10.1021/acs.chemmater.8b03564,Fe2O3,,0.115,0.000,2.368,1.000,44.200,0.000,0.000,1.500,213.250
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.852,1.000,2.391,1.000,34.500,-0.248,4.000,0.500,78.630
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.555,1.000,2.391,1.000,57.600,-0.248,4.000,0.500,182.200
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.555,1.000,2.391,1.000,57.600,-0.248,4.000,7.000,234.800
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.365,1.000,2.391,1.000,74.100,-0.248,4.000,0.500,311.880
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.365,1.000,2.391,1.000,74.100,-0.248,4.000,7.000,532.150
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,Si1O2,0.365,1.000,2.391,1.000,51.000,0.000,0.000,0.500,232.160
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,Si1O2,0.555,1.000,2.391,1.000,55.463,0.000,0.000,0.500,118.730
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,Si1O2,0.852,1.000,2.391,1.000,72.000,0.000,0.000,0.500,59.380
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,stPEI,0.555,1.000,2.391,1.000,53.333,0.000,0.000,0.500,338.900
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.187,0.000,2.391,1.000,66.000,-0.248,4.000,0.500,118.830
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.143,0.000,2.391,1.000,49.000,-0.248,4.000,0.500,232.160
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.115,0.000,2.391,1.000,39.000,-0.248,4.000,0.500,167.890
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.300,0.000,2.391,1.000,53.000,-0.248,4.000,0.500,59.380
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,Sodium citrate,0.366,0.000,2.464,1.036,70.000,-5.253,7.000,0.500,306.300
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,Sodium citrate,0.366,0.000,2.464,1.036,70.000,-5.253,7.000,1.500,383.000
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,Sodium citrate,0.158,1.000,2.464,1.036,70.000,-5.253,7.000,0.500,354.000
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,Sodium citrate,0.158,1.000,2.464,1.036,70.000,-5.253,7.000,1.500,386.200
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,Sodium citrate,1.196,1.000,2.464,1.036,42.000,-5.253,7.000,0.500,152.300
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,Sodium citrate,1.196,1.000,2.464,1.036,42.000,-5.253,7.000,1.500,201.600
https://doi.org/10.1039/C7TB02954C,Fe1Fe2O4,Sodium citrate,0.347,0.000,2.391,1.000,54.000,-5.253,7.000,0.500,234.700
https://doi.org/10.1039/C7TB02954C,Fe1Fe2O4,Sodium citrate,0.347,0.000,2.391,1.000,54.000,-5.253,7.000,1.500,204.000
https://doi.org/10.1039/C7TB02954C,Fe1Fe2O4,Sodium citrate,0.158,1.000,2.391,1.000,51.000,-5.253,7.000,0.500,155.500
https://doi.org/10.1039/C7TB02954C,Fe1Fe2O4,Sodium citrate,0.158,1.000,2.391,1.000,51.000,-5.253,7.000,1.500,242.200
https://doi.org/10.1039/C7TB02954C,Fe1Fe2O4,Sodium citrate,1.136,1.000,2.391,1.000,32.000,-5.253,7.000,0.500,82.900
https://doi.org/10.1039/C7TB02954C,Fe1Fe2O4,Sodium citrate,1.136,1.000,2.391,1.000,32.000,-5.253,7.000,1.500,141.900
https://doi.org/10.1039/C7TB02954C,Mn0.23Fe0.77Fe2O4,Sodium citrate,0.366,0.000,2.425,1.016,74.867,-5.253,7.000,0.500,395.433
https://doi.org/10.1039/C7TB02954C,Mn0.16Fe0.84Fe2O4,Sodium citrate,1.196,1.000,2.415,1.011,38.667,-5.253,7.000,0.500,145.600
https://doi.org/10.1039/C7TB02954C,Fe1Fe2O4,Mn0.5Fe0.5Fe2O4,0.181,0.000,2.391,1.000,52.000,0.000,0.000,0.500,217.387
https://doi.org/10.1039/C7TB02954C,Fe1Fe2O4,,0.205,0.000,2.391,1.000,47.000,0.000,0.000,0.500,72.903
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,,0.136,0.000,2.464,1.036,59.000,0.000,0.000,0.500,61.067
https://doi.org/10.1021/jz201664h,Na1Dy1F4,PMAO-PEG,0.555,0.000,2.060,0.500,73.000,6.670,3.000,9.400,32.000
https://doi.org/10.1021/jz201664h,Na1Dy1F4,PMAO-PEG,0.306,0.000,2.060,0.500,51.333,6.670,3.000,9.400,51.000
https://doi.org/10.1021/jz201664h,Na1Dy1F4,PMAO-PEG,0.148,0.000,2.060,0.500,34.067,6.670,3.000,3.000,15.800
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.937,0.000,2.038,0.417,65.000,-1.029,2.000,1.500,7.580
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.937,0.000,2.038,0.417,65.000,-1.029,2.000,3.000,24.040
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.937,0.000,2.038,0.417,65.000,-1.029,2.000,7.000,83.350
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.405,0.000,2.038,0.417,80.000,-1.029,2.000,3.000,10.550
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.405,0.000,2.038,0.417,80.000,-1.029,2.000,7.000,45.360
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.227,0.000,2.038,0.417,83.000,-1.029,2.000,1.500,11.730
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.227,0.000,2.038,0.417,83.000,-1.029,2.000,3.000,36.010
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.227,0.000,2.038,0.417,83.000,-1.029,2.000,7.000,131.650
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.189,1.000,2.038,0.417,90.000,-1.029,2.000,1.500,18.630
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.189,1.000,2.038,0.417,90.000,-1.029,2.000,3.000,59.350
https://doi.org/10.1016/j.biomaterials.2015.10.063,Na1Ho1F4,PEG,0.189,1.000,2.038,0.417,90.000,-1.029,2.000,7.000,222.640
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,DSPE-mPEG2000,0.283,0.000,2.038,0.417,39.800,12.057,8.000,9.400,31.900
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,DSPE-mPEG2000,0.213,0.000,2.038,0.417,65.923,12.057,8.000,9.400,51.500
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,DSPE-mPEG2000,0.183,0.000,2.038,0.417,50.393,12.057,8.000,9.400,70.400
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,PMAO-PEG,0.294,0.000,2.038,0.417,33.600,6.670,3.000,9.400,15.000
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,PMAO-PEG,0.207,0.000,2.038,0.417,45.167,6.670,3.000,9.400,61.000
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Ho1F4,PMAO-PEG,0.183,0.000,2.038,0.417,63.700,6.670,3.000,9.400,130.600
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Dy1F4,PMAO-PEG,0.233,1.000,2.060,0.500,54.193,6.670,3.000,9.400,75.000
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Dy1F4,PMAO-PEG,0.216,1.000,2.060,0.500,53.600,6.670,3.000,9.400,65.200
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Dy1F4,PMAO-PEG,0.185,1.000,2.060,0.500,81.000,6.670,3.000,9.400,91.400
https://doi.org/10.1021/acs.chemmater.6b00264,Na1Dy1F4,PMAO-PEG,0.137,1.000,2.060,0.500,54.400,6.670,3.000,9.400,204.400
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.567,1.000,2.391,1.000,50.000,-1.096,2.000,3.000,312.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.383,1.000,2.391,1.000,54.000,-1.096,2.000,3.000,381.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.290,1.000,2.391,1.000,58.000,-1.096,2.000,3.000,427.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.233,1.000,2.391,1.000,63.000,-1.096,2.000,3.000,545.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.195,1.000,2.391,1.000,66.000,-1.096,2.000,3.000,608.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.749,0.000,2.391,1.000,56.000,-1.096,2.000,3.000,141.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.500,0.000,2.391,1.000,63.000,-1.096,2.000,3.000,185.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.375,0.000,2.391,1.000,70.000,-1.096,2.000,3.000,218.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.250,0.000,2.391,1.000,78.000,-1.096,2.000,3.000,249.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.187,0.000,2.391,1.000,83.000,-1.096,2.000,3.000,297.000
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.999,0.000,2.391,1.000,6.000,-0.248,4.000,0.500,13.120
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.600,0.000,2.391,1.000,38.000,-0.248,4.000,0.500,39.630
https://doi.org/10.1021/nn5038652,Fe1Fe2O4,DMSA,0.333,0.000,2.391,1.000,50.000,-0.248,4.000,0.500,53.340
https://doi.org/10.1039/C7TB02954C,Mn0.5Fe0.5Fe2O4,Fe1Fe2O3,0.136,0.000,2.464,1.036,54.000,0.000,0.000,0.500,89.737
https://doi.org/10.1021/nn305991e,Gd0.15Fe0.85Fe2O4,,1.071,0.000,2.457,1.032,8.000,0.000,0.000,7.000,26.450
https://doi.org/10.1021/nn305991e,Gd0.195Fe0.81Fe2O4,,0.856,0.000,2.478,1.042,20.000,0.000,0.000,7.000,34.380
https://doi.org/10.1021/nn305991e,Gd0.21Fe0.79Fe2O4,,0.625,0.000,2.483,1.045,24.000,0.000,0.000,7.000,41.140
10.1039/c4nr02680b,Mn0.51Fe0.49Fe2O4,,0.600,0.000,2.466,1.036,39.700,0.000,0.000,0.500,45.900
10.1039/c4nr02680b,Mn0.51Fe0.49Fe2O4,,0.428,0.000,2.466,1.036,52.100,0.000,0.000,0.500,146.500
10.1039/c4nr02680b,Mn0.51Fe0.49Fe2O4,,0.333,0.000,2.466,1.036,60.300,0.000,0.000,0.500,205.500
10.1039/c4nr02680b,Mn0.51Fe0.49Fe2O4,,0.250,0.000,2.466,1.036,71.000,0.000,0.000,0.500,280.800
10.1039/c4nr02680b,Fe1Fe2O4,,0.600,0.000,2.391,1.000,23.667,0.000,0.000,0.500,23.000
https://doi.org/10.1002/adfm.201103123,Fe1Fe2O4,,0.908,0.000,2.391,1.000,15.000,0.000,0.000,4.700,35.100
10.1039/c6nr02620f,Fe1Fe2O4,Gd2O3,0.652,0.000,2.391,1.000,25.000,0.000,0.000,1.500,186.510
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.567,1.000,2.391,1.000,50.000,-1.096,2.000,3.000,312.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.383,1.000,2.391,1.000,54.000,-1.096,2.000,3.000,381.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.290,1.000,2.391,1.000,58.000,-1.096,2.000,3.000,427.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.233,1.000,2.391,1.000,63.000,-1.096,2.000,3.000,545.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.195,1.000,2.391,1.000,66.000,-1.096,2.000,3.000,608.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.749,0.000,2.391,1.000,56.000,-1.096,2.000,3.000,141.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.500,0.000,2.391,1.000,63.000,-1.096,2.000,3.000,185.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.375,0.000,2.391,1.000,70.000,-1.096,2.000,3.000,218.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.250,0.000,2.391,1.000,78.000,-1.096,2.000,3.000,249.000
https://doi.org/10.1039/C5NR00055F,Fe1Fe2O4,PEI,0.187,0.000,2.391,1.000,83.000,-1.096,2.000,3.000,297.000
